year,sex,age,value
2039,both,88,128.5039397
2039,both,89,114.7751708
2039,both,90,96.10918435
2039,both,91,82.34306148
2039,both,92,69.32904053
2039,both,93,55.45402949
2039,both,94,45.12790021
2039,both,95,33.92401559
2039,both,96,25.24948364
2039,both,97,18.96517621
2039,both,98,13.44427196
2039,both,99,9.250335308
2039,both,100,16.14598808
2040,both,40,495.2119067
2040,both,41,487.8316288
2040,both,42,485.4432874
2040,both,43,465.4080104
2040,both,44,454.8083643
2040,both,45,486.086369
2040,both,46,469.3247991
2040,both,47,474.1757785
2040,both,48,464.9153536
2040,both,49,470.9663286
2040,both,50,447.4185095
2040,both,51,473.8787597
2040,both,52,466.1796781
2040,both,53,448.4700892
2040,both,54,440.6884481
2040,both,55,409.2800978
2040,both,56,415.0578396
2040,both,57,430.8015748
2040,both,58,440.7388565
2040,both,59,440.5650646
2040,both,60,394.4867601
2040,both,61,393.3094623
2040,both,62,385.8090483
2040,both,63,377.9914498
2040,both,64,374.1586843
2040,both,65,389.8603566
2040,both,66,372.0555377
2040,both,67,362.7831298
2040,both,68,349.1814211
2040,both,69,333.8394381
2040,both,70,377.4258264
2040,both,71,358.4298425
2040,both,72,340.6838467
2040,both,73,330.1571302
2040,both,74,321.4017689
2040,both,75,447.1816112
2040,both,76,313.9817291
2040,both,77,298.7869337
2040,both,78,287.8809286
2040,both,79,287.4634544
2040,both,80,317.3349743
2040,both,81,280.4765611
2040,both,82,252.5583122
2040,both,83,230.1999267
2040,both,84,210.5801225
2040,both,85,197.5678541
2040,both,86,177.5363536
2040,both,87,158.563832
2040,both,88,132.2983151
2040,both,89,118.1641725
2040,both,90,102.2191404
2040,both,91,87.57786281
2040,both,92,73.73650058
2040,both,93,58.97941247
2040,both,94,47.99681943
2040,both,95,35.78400412
2040,both,96,26.63386426
2040,both,97,20.00500034
2040,both,98,14.18139553
2040,both,99,9.757513402
2040,both,100,16.73499438
2041,both,40,497.6351079
2041,both,41,490.2187163
2041,both,42,487.8186882
2041,both,43,467.6853733
2041,both,44,457.0338604
2041,both,45,486.8377922
2041,both,46,470.0503112
2041,both,47,474.9087896
2041,both,48,465.6340493
2041,both,49,471.6943783
2041,both,50,450.0187085
2041,both,51,476.6327341
2041,both,52,468.8889087
2041,both,53,451.0763996
2041,both,54,443.2495349
2041,both,55,413.1541732
2041,both,56,418.9866048
2041,both,57,434.8793636
2041,both,58,444.9107075
2041,both,59,444.7352706
2041,both,60,400.7334383
2041,both,61,399.537498
2041,both,62,391.9183153
2041,both,63,383.9769256
2041,both,64,380.0834684
2041,both,65,391.4162789
2041,both,66,373.5404015
2041,both,67,364.2309876
2041,both,68,350.5749948
2041,both,69,335.1717824
2041,both,70,375.3933402
2041,both,71,356.4996521
2041,both,72,338.8492208
2041,both,73,328.379192
2041,both,74,319.6709794
2041,both,75,441.5828621
2041,both,76,310.050653
2041,both,77,295.0460977
2041,both,78,284.2766367
2041,both,79,283.8643893
2041,both,80,319.0584214
2041,both,81,281.9998301
2041,both,82,253.9299571
2041,both,83,231.4501432
2041,both,84,211.7237838
2041,both,85,202.3822651
2041,both,86,181.8626291
2041,both,87,162.4277776
2041,both,88,135.5222123
2041,both,89,121.0436434
2041,both,90,105.5308625
2041,both,91,90.41523303
2041,both,92,76.12543477
2041,both,93,60.89024271
2041,both,94,49.55183279
2041,both,95,38.21139005
2041,both,96,28.44055607
2041,both,97,21.36202725
2041,both,98,15.14338178
2041,both,99,10.41940833
2041,both,100,17.72610503
2042,both,40,500.0701665
2042,both,41,492.6174846
2042,both,42,490.2057125
2042,both,43,469.97388
2042,both,44,459.2702464
2042,both,45,487.590377
2042,both,46,470.7769449
2042,both,47,475.6429337
2042,both,48,466.353856
2042,both,49,472.4235534
2042,both,50,452.6340188
2042,both,51,479.4027133
2042,both,52,471.6138843
2042,both,53,453.6978567
2042,both,54,445.8255057
2042,both,55,417.0649191
2042,both,56,422.952558
2042,both,57,438.9957511
2042,both,58,449.1220476
2042,both,59,448.9449501
2042,both,60,407.0790323
2042,both,61,405.8641544
2042,both,62,398.1243223
2042,both,63,390.0571811
2042,both,64,386.1020712
2042,both,65,392.9784108
2042,both,66,375.0311913
2042,both,67,365.6846238
2042,both,68,351.9741303
2042,both,69,336.5094441
2042,both,70,373.3717992
2042,both,71,354.5798561
2042,both,72,337.0244745
2042,both,73,326.6108281
2042,both,74,317.9495104
2042,both,75,436.0542098
2042,both,76,306.1687943
2042,both,77,291.3520972
2042,both,78,280.7174707
2042,both,79,280.3103847
2042,both,80,320.7912286
2042,both,81,283.531372
2042,both,82,255.3090514
2042,both,83,232.7071496
2042,both,84,212.8736562
2042,both,85,207.3139955
2042,both,86,186.2943291
2042,both,87,166.3858815
2042,both,88,138.8246708
2042,both,89,123.9932824
2042,both,90,108.9498786
2042,both,91,93.3445291
2042,both,92,78.59176626
2042,both,93,62.86298052
2042,both,94,51.15722586
2042,both,95,40.80343621
2042,both,96,30.36980372
2042,both,97,22.81110724
2042,both,98,16.17062378
2042,both,99,11.12620249
2042,both,100,18.77591306
2043,both,40,502.5171404
2043,both,41,495.0279906
2043,both,42,492.6044171
2043,both,43,472.2735849
2043,both,44,461.5175757
2043,both,45,488.3441252
2043,both,46,471.5047018
2043,both,47,476.3782128
2043,both,48,467.0747755
2043,both,49,473.1538558
2043,both,50,455.264528
2043,both,51,482.1887904
2043,both,52,474.3546962
2043,both,53,456.3345485
2043,both,54,448.4164469
2043,both,55,421.0126825
2043,both,56,426.9560513
2043,both,57,443.1511027
2043,both,58,453.3732504
2043,both,59,453.1944766
2043,both,60,413.5251085
2043,both,61,412.290993
2043,both,62,404.4286011
2043,both,63,396.2337171
2043,both,64,392.2159782
2043,both,65,394.5467772
2043,both,66,376.5279308
2043,both,67,367.1440614
2043,both,68,353.3788497
2043,both,69,337.8524443
2043,both,70,371.3611444
2043,both,71,352.6703983
2043,both,72,335.2095548
2043,both,73,324.8519872
2043,both,74,316.2373118
2043,both,75,430.5947766
2043,both,76,302.3355368
2043,both,77,287.7043459
2043,both,78,277.2028658
2043,both,79,276.8008765
2043,both,80,322.5334467
2043,both,81,285.0712317
2043,both,82,256.6956356
2043,both,83,233.9709828
2043,both,84,214.0297737
2043,both,85,212.3659043
2043,both,86,190.8340224
2043,both,87,170.4404379
2043,both,88,142.2076048
2043,both,89,127.0147994
2043,both,90,112.4796649
2043,both,91,96.36872926
2043,both,92,81.13800261
2043,both,93,64.8996316
2043,both,94,52.81463088
2043,both,95,43.57131223
2043,both,96,32.42992069
2043,both,97,24.35848468
2043,both,98,17.26754811
2043,both,99,11.8809416
2043,both,100,19.88789475
2044,both,40,504.976088
2044,both,41,497.4502918
2044,both,42,495.0148591
2044,both,43,474.5845429
2044,both,44,463.7759017
2044,both,45,489.0990386
2044,both,46,472.2335837
2044,both,47,477.1146285
2044,both,48,467.7968093
2044,both,49,473.8852871
2044,both,50,457.9103247
2044,both,51,484.991059
2044,both,52,477.1114364
2044,both,53,458.9865636
2044,both,54,451.0224456
2044,both,55,424.9978137
2044,both,56,430.99744
2044,both,57,447.345787
2044,both,58,457.6646934
2044,both,59,457.4842273
2044,both,60,420.073258
2044,both,61,418.8196003
2044,both,62,410.8327078
2044,both,63,402.5080583
2044,both,64,398.4266987
2044,both,65,396.1214029
2044,both,66,378.0306437
2044,both,67,368.6093235
2044,both,68,354.7891753
2044,both,69,339.2008044
2044,both,70,369.3613173
2044,both,71,350.7712233
2044,both,72,333.4044086
2044,both,73,323.1026178
2044,both,74,314.5343335
2044,both,75,425.203696
2044,both,76,298.550272
2044,both,77,284.1022648
2044,both,78,273.732264
2044,both,79,273.3353077
2044,both,80,324.2851268
2044,both,81,286.6194543
2044,both,82,258.0897503
2044,both,83,235.2416798
2044,both,84,215.19217
2044,both,85,217.54092
2044,both,86,195.4843407
2044,both,87,174.5937974
2044,both,88,145.6729755
2044,both,89,130.1099459
2044,both,90,116.1238102
2044,both,91,99.49090825
2044,both,92,83.76673257
2044,both,93,67.00226662
2044,both,94,54.52573293
2044,both,95,46.52694542
2044,both,96,34.62978443
2044,both,97,26.01082751
2044,both,98,18.43888162
2044,both,99,12.68687797
2044,both,100,21.06573226
2045,both,40,507.4470679
2045,both,41,499.884446
2045,both,42,497.4370961
2045,both,43,476.9068091
2045,both,44,466.0452784
2045,both,45,489.855119
2045,both,46,472.9635924
2045,both,47,477.8521827
2045,both,48,468.5199594
2045,both,49,474.6178491
2045,both,50,460.5714975
2045,both,51,487.8096131
2045,both,52,479.8841977
2045,both,53,461.6539911
2045,both,54,453.6435891
2045,both,55,429.0206666
2045,both,56,435.0770829
2045,both,57,451.5801765
2045,both,58,461.9967573
2045,both,59,461.8145831
2045,both,60,426.7250971
2045,both,61,425.4515878
2045,both,62,417.3382233
2045,both,63,408.8817533
2045,both,64,404.7357656
2045,both,65,397.7023128
2045,both,66,379.5393539
2045,both,67,370.0804335
2045,both,68,356.2051294
2045,both,69,340.5545458
2045,both,70,367.3722595
2045,both,71,348.8822755
2045,both,72,331.6089833
2045,both,73,321.362669
2045,both,74,312.840526
2045,both,75,419.8801121
2045,both,76,294.812399
2045,both,77,280.545282
2045,both,78,270.3051144
2045,both,79,269.913128
2045,both,80,326.0463202
2045,both,81,288.1760854
2045,both,82,259.4914365
2045,both,83,236.5192781
2045,both,84,216.3608793
2045,both,85,222.8420425
2045,both,86,200.2479798
2045,both,87,178.8483675
2045,both,88,149.2227918
2045,both,89,133.2805161
2045,both,90,119.8860194
2045,both,91,102.7142404
2045,both,92,86.48062881
2045,both,93,69.17302336
2045,both,94,56.29227171
2045,both,95,49.68307216
2045,both,96,36.97887457
2045,both,97,27.77525601
2045,both,98,19.68967182
2045,both,99,13.54748454
2045,both,100,22.31332584
2046,both,40,507.792013
2046,both,41,500.2242503
2046,both,42,497.7752368
2046,both,43,477.230994
2046,both,44,466.36208
2046,both,45,492.3341622
2046,both,46,475.3571515
2046,both,47,480.2704818
2046,both,48,470.8910303
2046,both,49,477.01978
2046,both,50,461.4280809
2046,both,51,488.7168547
2046,both,52,480.7766994
2046,both,53,462.5125878
2046,both,54,454.4872878
2046,both,55,431.666093
2046,both,56,437.7598543
2046,both,57,454.3647093
2046,both,58,464.8455208
2046,both,59,464.6622232
2046,both,60,430.9724979
2046,both,61,429.6863128
2046,both,62,421.492192
2046,both,63,412.9515507
2046,both,64,408.764296
2046,both,65,404.2111496
2046,both,66,385.7509338
2046,both,67,376.1372077
2046,both,68,362.034819
2046,both,69,346.1280963
2046,both,70,369.1376339
2046,both,71,350.5587979
2046,both,72,333.2025004
2046,both,73,322.9069484
2046,both,74,314.343853
2046,both,75,417.9494202
2046,both,76,293.4567932
2046,both,77,279.2552792
2046,both,78,269.062198
2046,both,79,268.672014
2046,both,80,322.4291743
2046,both,81,284.9790705
2046,both,82,256.612648
2046,both,83,233.8953419
2046,both,84,213.9605796
2046,both,85,224.4032274
2046,both,86,201.6508754
2046,both,87,180.1013419
2046,both,88,150.2682155
2046,both,89,134.2142516
2046,both,90,123.1047833
2046,both,91,105.4719672
2046,both,92,88.80250695
2046,both,93,71.03021766
2046,both,94,57.80363671
2046,both,95,51.49123278
2046,both,96,38.32467993
2046,both,97,28.78610582
2046,both,98,20.40625571
2046,both,99,14.04053029
2046,both,100,23.92312131
2047,both,40,508.1371926
2047,both,41,500.5642856
2047,both,42,498.1136074
2047,both,43,477.5553993
2047,both,44,466.6790969
2047,both,45,494.8257513
2047,both,46,477.7628239
2047,both,47,482.7010194
2047,both,48,473.2741007
2047,both,49,479.4338666
2047,both,50,462.2862574
2047,both,51,489.6257836
2047,both,52,481.670861
2047,both,53,463.3727813
2047,both,54,455.3325556
2047,both,55,434.3278316
2047,both,56,440.4591683
2047,both,57,457.166412
2047,both,58,467.7118503
2047,both,59,467.5274225
2047,both,60,435.2621752
2047,both,61,433.9631881
2047,both,62,425.6875073
2047,both,63,417.0618568
2047,both,64,412.8329243
2047,both,65,410.8265106
2047,both,66,392.0641731
2047,both,67,382.2931077
2047,both,68,367.9599179
2047,both,69,351.7928641
2047,both,70,370.9114916
2047,both,71,352.2433767
2047,both,72,334.8036751
2047,both,73,324.4586487
2047,both,74,315.8544041
2047,both,75,416.027606
2047,both,76,292.1074208
2047,both,77,277.9712081
2047,both,78,267.8249967
2047,both,79,267.4366069
2047,both,80,318.8521569
2047,both,81,281.8175231
2047,both,82,253.7657967
2047,both,83,231.3005156
2047,both,84,211.5869088
2047,both,85,225.9753495
2047,both,86,203.0635994
2047,both,87,181.3630943
2047,both,88,151.3209633
2047,both,89,135.1545286
2047,both,90,126.4099663
2047,both,91,108.3037349
2047,both,92,91.18672411
2047,both,93,72.9372749
2047,both,94,59.35557964
2047,both,95,53.36519941
2047,both,96,39.71946438
2047,both,97,29.8337444
2047,both,98,21.14891888
2047,both,99,14.55151991
2047,both,100,25.64905552
2048,both,40,508.4826069
2048,both,41,500.9045521
2048,both,42,498.4522079
2048,both,43,477.8800251
2048,both,44,466.9963294
2048,both,45,497.3299498
2048,both,46,480.1806709
2048,both,47,485.1438574
2048,both,48,475.6692313
2048,both,49,481.8601703
2048,both,50,463.14603
2048,both,51,490.536403
2048,both,52,482.5666855
2048,both,53,464.2345746
2048,both,54,456.1793955
2048,both,55,437.005983
2048,both,56,443.1751267
2048,both,57,459.9853907
2048,both,58,470.5958542
2048,both,59,470.4102892
2048,both,60,439.5945497
2048,both,61,438.2826332
2048,both,62,429.9245805
2048,both,63,421.2130748
2048,both,64,416.9420497
2048,both,65,417.5501393
2048,both,66,398.4807354
2048,both,67,388.5497558
2048,both,68,373.9819875
2048,both,69,357.5503421
2048,both,70,372.6938734
2048,both,71,353.9360505
2048,both,72,336.412544
2048,both,73,326.0178056
2048,both,74,317.3722141
2048,both,75,414.1146287
2048,both,76,290.764253
2048,both,77,276.6930415
2048,both,78,266.5934844
2048,both,79,266.2068804
2048,both,80,315.3148228
2048,both,81,278.6910499
2048,both,82,250.9505283
2048,both,83,228.7344761
2048,both,84,209.2395714
2048,both,85,227.5584857
2048,both,86,204.4862206
2048,both,87,182.6336863
2048,both,88,152.3810864
2048,both,89,136.101393
2048,both,90,129.8038886
2048,both,91,111.2115315
2048,both,92,93.63495401
2048,both,93,74.89553384
2048,both,94,60.94918996
2048,both,95,55.30736699
2048,both,96,41.16501048
2048,both,97,30.91951062
2048,both,98,21.91861046
2048,both,99,15.08110643
2048,both,100,27.4995073
2049,both,40,508.8282559
2049,both,41,501.2450499
2049,both,42,498.7910387
2049,both,43,478.2048715
2049,both,44,467.3137775
2049,both,45,499.8468214
2049,both,46,482.610754
2049,both,47,487.5990581
2049,both,48,478.076483
2049,both,49,484.298753
2049,both,50,464.0074016
2049,both,51,491.4487159
2049,both,52,483.4641762
2049,both,53,465.0979707
2049,both,54,457.0278103
2049,both,55,439.7006484
2049,both,56,445.9078323
2049,both,57,462.8217517
2049,both,58,473.4976414
2049,both,59,473.3109322
2049,both,60,443.9700465
2049,both,61,442.6450718
2049,both,62,434.2038273
2049,both,63,425.4056118
2049,both,64,421.0920752
2049,both,65,424.3838075
2049,both,66,405.0023119
2049,both,67,394.9088009
2049,both,68,380.102615
2049,both,69,363.4020476
2049,both,70,374.4848203
2049,both,71,355.6368584
2049,both,72,338.0291443
2049,both,73,327.5844548
2049,both,74,318.8973177
2049,both,75,412.2104476
2049,both,76,289.4272614
2049,both,77,275.4207521
2049,both,78,265.3676347
2049,both,79,264.9828085
2049,both,80,311.8167317
2049,both,81,275.5992616
2049,both,82,248.1664924
2049,both,83,226.1969042
2049,both,84,206.9182753
2049,both,85,229.152713
2049,both,86,205.9188084
2049,both,87,183.9131798
2049,both,88,153.4486365
2049,both,89,137.054891
2049,both,90,133.2889328
2049,both,91,114.1973981
2049,both,92,96.1489153
2049,both,93,76.90636916
2049,both,94,62.58558638
2049,both,95,57.32021761
2049,both,96,42.66316564
2049,both,97,32.04479211
2049,both,98,22.71631411
2049,both,99,15.62996666
2049,both,100,29.48345996
2050,both,40,509.17414
2050,both,41,501.5857791
2050,both,42,499.1300997
2050,both,43,478.5299388
2050,both,44,467.6314414
2050,both,45,502.3764304
2050,both,46,485.0531352
2050,both,47,490.0666839
2050,both,48,480.4959173
2050,both,49,486.7496767
2050,both,50,464.8703752
2050,both,51,492.3627256
2050,both,52,484.363336
2050,both,53,465.9629725
2050,both,54,457.8778031
2050,both,55,442.4119297
2050,both,56,448.6573883
2050,both,57,465.6756022
2050,both,58,476.4173216
2050,both,59,476.2294611
2050,both,60,448.3890946
2050,both,61,447.0509318
2050,both,62,438.5256676
2050,both,63,429.6398792
2050,both,64,425.2834078
2050,both,65,431.3293163
2050,both,66,411.6306211
2050,both,67,401.3719187
2050,both,68,386.3234132
2050,both,69,369.3495227
2050,both,70,376.2843734
2050,both,71,357.3458393
2050,both,72,339.6535129
2050,both,73,329.1586324
2050,both,74,320.4297501
2050,both,75,410.3150223
2050,both,76,288.0964175
2050,both,77,274.1543129
2050,both,78,264.1474218
2050,both,79,263.764365
2050,both,80,308.3574483
2050,both,81,272.5417735
2050,both,82,245.4133424
2050,both,83,223.6874841
2050,both,84,204.6227315
2050,both,85,230.7581091
2050,both,86,207.3614326
2050,both,87,185.2016372
2050,both,88,154.5236656
2050,both,89,138.015069
2050,both,90,136.8675453
2050,both,91,117.2634309
2050,both,92,98.73037276
2050,both,93,78.97119246
2050,both,94,64.26591765
2050,both,95,59.40632371
2050,both,96,44.2158445
2050,both,97,33.21102698
2050,both,98,23.54304931
2050,both,99,16.19880206
2050,both,100,31.61054494
2051,both,40,505.6678761
2051,both,41,498.13177
2051,both,42,495.6930009
2051,both,43,475.2346964
2051,both,44,464.4112479
2051,both,45,502.8122718
2051,both,46,485.4739476
2051,both,47,490.491846
2051,both,48,480.9127761
2051,both,49,487.171961
2051,both,50,467.3134578
2051,both,51,494.9502917
2051,both,52,486.9088621
2051,both,53,468.4117972
2051,both,54,460.2841369
2051,both,55,443.3964902
2051,both,56,449.6558477
2051,both,57,466.7119346
2051,both,58,477.4775591
2051,both,59,477.2892805
2051,both,60,451.3428916
2051,both,61,449.9959135
2051,both,62,441.4144885
2051,both,63,432.4701643
2051,both,64,428.0849944
2051,both,65,435.8809296
2051,both,66,415.9743634
2051,both,67,405.6074057
2051,both,68,390.4001005
2051,both,69,373.2470926
2051,both,70,382.6711125
2051,both,71,363.4111315
2051,both,72,345.4185102
2051,both,73,334.7454983
2051,both,74,325.8684591
2051,both,75,412.7403104
2051,both,76,289.7992964
2051,both,77,275.7747829
2051,both,78,265.7087431
2051,both,79,265.3234221
2051,both,80,307.221474
2051,both,81,271.5377425
2051,both,82,244.5092512
2051,both,83,222.8634299
2051,both,84,203.868911
2051,both,85,228.6503315
2051,both,86,205.4673636
2051,both,87,183.5099789
2051,both,88,153.1122243
2051,both,89,136.7544196
2051,both,90,138.1284985
2051,both,91,118.3437725
2051,both,92,99.63997027
2051,both,93,79.69874972
2051,both,94,64.85799602
2051,both,95,61.19704078
2051,both,96,45.54866671
2051,both,97,34.21212499
2051,both,98,24.25272023
2051,both,99,16.68709135
2051,both,100,32.96012689
2052,both,40,502.1857569
2052,both,41,494.7015458
2052,both,42,492.2795705
2052,both,43,471.9621455
2052,both,44,461.2132293
2052,both,45,503.2484914
2052,both,46,485.8951252
2052,both,47,490.9173768
2052,both,48,481.3299966
2052,both,49,487.5946117
2052,both,50,469.7693798
2052,both,51,497.5514565
2052,both,52,489.4677659
2052,both,53,470.8734914
2052,both,54,462.703117
2052,both,55,444.3832418
2052,both,56,450.6565292
2052,both,57,467.7505734
2052,both,58,478.5401561
2052,both,59,478.3514584
2052,both,60,454.316147
2052,both,61,452.9602956
2052,both,62,444.3223398
2052,both,63,435.3190942
2052,both,64,430.9050366
2052,both,65,440.4805738
2052,both,66,420.3639431
2052,both,67,409.8875879
2052,both,68,394.5198072
2052,both,69,377.1857917
2052,both,70,389.1662549
2052,both,71,369.5793709
2052,both,72,351.2813577
2052,both,73,340.427191
2052,both,74,331.3994803
2052,both,75,415.1799338
2052,both,76,291.5122407
2052,both,77,277.4048311
2052,both,78,267.279293
2052,both,79,266.8916945
2052,both,80,306.0896846
2052,both,81,270.5374102
2052,both,82,243.6084907
2052,both,83,222.0424116
2052,both,84,203.1178676
2052,both,85,226.5618066
2052,both,86,203.5905953
2052,both,87,181.8337725
2052,both,88,151.7136753
2052,both,89,135.5052851
2052,both,90,139.4010688
2052,both,91,119.4340671
2052,both,92,100.5579478
2052,both,93,80.43300992
2052,both,94,65.45552918
2052,both,95,63.0417364
2052,both,96,46.92166489
2052,both,97,35.24339965
2052,both,98,24.98378314
2052,both,99,17.1900994
2052,both,100,34.36732794
2053,both,40,498.7276163
2053,both,41,491.2949428
2053,both,42,488.8896456
2053,both,43,468.7121301
2053,both,44,458.0372328
2053,both,45,503.6850894
2053,both,46,486.3166681
2053,both,47,491.3432769
2053,both,48,481.747579
2053,both,49,488.0176291
2053,both,50,472.2382087
2053,both,51,500.1662915
2053,both,52,492.0401178
2053,both,53,473.3481228
2053,both,54,465.1348098
2053,both,55,445.3721894
2053,both,56,451.6594376
2053,both,57,468.7915235
2053,both,58,479.6051178
2053,both,59,479.4160002
2053,both,60,457.3089889
2053,both,61,455.9442057
2053,both,62,447.2493467
2053,both,63,438.1867916
2053,both,64,433.743656
2053,both,65,445.1287558
2053,both,66,424.7998439
2053,both,67,414.2129367
2053,both,68,398.6829872
2053,both,69,381.166054
2053,both,70,395.7716404
2053,both,71,375.8523049
2053,both,72,357.2437164
2053,both,73,346.2053201
2053,both,74,337.0243805
2053,both,75,417.6339773
2053,both,76,293.2353098
2053,both,77,279.0445142
2053,both,78,268.8591261
2053,both,79,268.4692366
2053,both,80,304.9620646
2053,both,81,269.5407631
2053,both,82,242.7110484
2053,both,83,221.2244178
2053,both,84,202.3695909
2053,both,85,224.4923586
2053,both,86,201.7309696
2053,both,87,180.1728768
2053,both,88,150.3279009
2053,both,89,134.2675605
2053,both,90,140.6853632
2053,both,91,120.5344066
2053,both,92,101.4843827
2053,both,93,81.17403483
2053,both,94,66.05856738
2053,both,95,64.94203769
2053,both,96,48.33605011
2053,both,97,36.30576058
2053,both,98,25.73688288
2053,both,99,17.7082699
2053,both,100,35.83460809
2054,both,40,495.293289
2054,both,41,487.9117982
2054,both,42,485.5230644
2054,both,43,465.4844948
2054,both,44,454.8831067
2054,both,45,504.1220662
2054,both,46,486.7385768
2054,both,47,491.7695464
2054,both,48,482.1655237
2054,both,49,488.4410134
2054,both,50,474.7200122
2054,both,51,502.7948685
2054,both,52,494.6259884
2054,both,53,475.8357595
2054,both,54,467.5792821
2054,both,55,446.3633379
2054,both,56,452.6645779
2054,both,57,469.8347902
2054,both,58,480.6724495
2054,both,59,480.482911
2054,both,60,460.3215463
2054,both,61,458.9477726
2054,both,62,450.1956355
2054,both,63,441.0733801
2054,both,64,436.6009751
2054,both,65,449.825988
2054,both,66,429.2825547
2054,both,67,418.5839289
2054,both,68,402.8900992
2054,both,69,385.1883182
2054,both,70,402.4891403
2054,both,71,382.2317105
2054,both,72,363.3072753
2054,both,73,352.0815223
2054,both,74,342.7447531
2054,both,75,420.1025261
2054,both,76,294.9685636
2054,both,77,280.6938892
2054,both,78,270.4482973
2054,both,79,270.0561033
2054,both,80,303.8385987
2054,both,81,268.5477877
2054,both,82,241.8169124
2054,both,83,220.4094374
2054,both,84,201.6240709
2054,both,85,222.4418133
2054,both,86,199.8883301
2054,both,87,178.527152
2054,both,88,148.9547844
2054,both,89,133.0411414
2054,both,90,141.9814897
2054,both,91,121.6448835
2054,both,92,102.4193527
2054,both,93,81.92188676
2054,both,94,66.66716133
2054,both,95,66.89962078
2054,both,96,49.79306991
2054,both,97,37.40014483
2054,both,98,26.51268371
2054,both,99,18.24205989
2054,both,100,37.36453236
2055,both,40,491.8826111
2055,both,41,484.5519506
2055,both,42,482.179666
2055,both,43,462.2790856
2055,both,44,451.7507006
2055,both,45,504.5594221
2055,both,46,487.1608515
2055,both,47,492.1961858
2055,both,48,482.583831
2055,both,49,488.8647651
2055,both,50,477.2148587
2055,both,51,505.4372597
2055,both,52,497.2254489
2055,both,53,478.3364696
2055,both,54,470.0366011
2055,both,55,447.356692
2055,both,56,453.6719551
2055,both,57,470.8803787
2055,both,58,481.7421565
2055,both,59,481.5521962
2055,both,60,463.3539492
2055,both,61,461.9711256
2055,both,62,453.1613332
2055,both,63,443.9789843
2055,both,64,439.4771169
2055,both,65,454.5727878
2055,both,66,433.8125694
2055,both,67,423.0010461
2055,both,68,407.1416068
2055,both,69,389.2530274
2055,both,70,409.3206575
2055,both,71,388.7193948
2055,both,72,369.4737519
2055,both,73,358.0574623
2055,both,74,348.5622185
2055,both,75,422.5856661
2055,both,76,296.7120624
2055,both,77,282.3530132
2055,both,78,272.0468618
2055,both,79,271.6523496
2055,both,80,302.7192716
2055,both,81,267.5584703
2055,both,82,240.9260703
2055,both,83,219.5974595
2055,both,84,200.8812973
2055,both,85,220.409998
2055,both,86,198.0625215
2055,both,87,176.8964594
2055,both,88,147.59421
2055,both,89,131.8259245
2055,both,90,143.2895574
2055,both,91,122.7655911
2055,both,92,103.3629366
2055,both,93,82.6766286
2055,both,94,67.28136223
2055,both,95,68.91621237
2055,both,96,51.29400945
2055,both,97,38.5275177
2055,both,98,27.31186993
2055,both,99,18.79194021
2055,both,100,38.95977528
2056,both,40,489.5042456
2056,both,41,482.2090305
2056,both,42,479.8482164
2056,both,43,460.0438599
2056,both,44,449.566382
2056,both,45,501.1950586
2056,both,46,483.9125003
2056,both,47,488.9142594
2056,both,48,479.3659991
2056,both,49,485.6050523
2056,both,50,477.7225436
2056,both,51,505.974969
2056,both,52,497.754422
2056,both,53,478.8453478
2056,both,54,470.5366494
2056,both,55,449.8228957
2056,both,56,456.1729737
2056,both,57,473.4762646
2056,both,58,484.3979215
2056,both,59,484.2069141
2056,both,60,464.5964007
2056,both,61,463.2098692
2056,both,62,454.376454
2056,both,63,445.1694832
2056,both,64,440.6555444
2056,both,65,457.7897085
2056,both,66,436.8825743
2056,both,67,425.99454
2056,both,68,410.0228666
2056,both,69,392.0076933
2056,both,70,413.9097253
2056,both,71,393.0774931
2056,both,72,373.6160791
2056,both,73,362.0717967
2056,both,74,352.4700976
2056,both,75,430.071625
2056,both,76,301.968214
2056,both,77,287.3547992
2056,both,78,276.8660779
2056,both,79,276.464577
2056,both,80,304.9980508
2056,both,81,269.5725695
2056,both,82,242.7396889
2056,both,83,221.2505227
2056,both,84,202.393471
2056,both,85,219.8829245
2056,both,86,197.5888883
2056,both,87,176.4734413
2056,both,88,147.2412633
2056,both,89,131.510685
2056,both,90,142.3951164
2056,both,91,121.9992647
2056,both,92,102.7177253
2056,both,93,82.16054517
2056,both,94,66.86137901
2056,both,95,69.76089477
2056,both,96,51.92270255
2056,both,97,38.99973628
2056,both,98,27.64662216
2056,both,99,19.02226658
2056,both,100,40.26793691
2057,both,40,487.13738
2057,both,41,479.8774389
2057,both,42,477.5280399
2057,both,43,457.819442
2057,both,44,447.3926252
2057,both,45,497.8531284
2057,both,46,480.6858089
2057,both,47,485.6542166
2057,both,48,476.1696234
2057,both,49,482.3670751
2057,both,50,478.2307686
2057,both,51,506.5132503
2057,both,52,498.2839579
2057,both,53,479.3547673
2057,both,54,471.0372297
2057,both,55,452.3026952
2057,both,56,458.6877801
2057,both,57,476.0864611
2057,both,58,487.0683274
2057,both,59,486.8762669
2057,both,60,465.8421838
2057,both,61,464.4519344
2057,both,62,455.5948329
2057,both,63,446.3631743
2057,both,64,441.8371317
2057,both,65,461.0293948
2057,both,66,439.9743049
2057,both,67,429.0092182
2057,both,68,412.9245165
2057,both,69,394.7818534
2057,both,70,418.5502431
2057,both,71,397.4844519
2057,both,72,377.8048477
