year,sex,age,value
2057,both,73,366.1311374
2057,both,74,356.4217897
2057,both,75,437.6901951
2057,both,76,307.3174764
2057,both,77,292.4451901
2057,both,78,281.7706647
2057,both,79,281.3620514
2057,both,80,307.2939839
2057,both,81,271.6018304
2057,both,82,244.5669599
2057,both,83,222.9160298
2057,both,84,203.9170278
2057,both,85,219.3571115
2057,both,86,197.1163877
2057,both,87,176.0514347
2057,both,88,146.8891606
2057,both,89,131.1961993
2057,both,90,141.5062586
2057,both,91,121.2377218
2057,both,92,102.0765414
2057,both,93,81.64768322
2057,both,94,66.44401741
2057,both,95,70.61593016
2057,both,96,52.55910132
2057,both,97,39.47774268
2057,both,98,27.98547734
2057,both,99,19.25541598
2057,both,100,41.62002299
2058,both,40,484.7819587
2058,both,41,477.5571211
2058,both,42,475.219082
2058,both,43,455.6057797
2058,both,44,445.2293789
2058,both,45,494.5334819
2058,both,46,477.4806328
2058,both,47,482.4159116
2058,both,48,472.9945608
2058,both,49,479.1506884
2058,both,50,478.7395343
2058,both,51,507.0521043
2058,both,52,498.8140572
2058,both,53,479.8647287
2058,both,54,471.5383426
2058,both,55,454.7961653
2058,both,56,461.2164502
2058,both,57,478.7110473
2058,both,58,489.7534548
2058,both,59,489.5603355
2058,both,60,467.0913073
2058,both,61,465.69733
2058,both,62,456.8164789
2058,both,63,447.5600662
2058,both,64,443.0218873
2058,both,65,464.2920077
2058,both,66,443.0879152
2058,both,67,432.0452307
2058,both,68,415.8467008
2058,both,69,397.5756456
2058,both,70,423.2427877
2058,both,71,401.940819
2058,both,72,382.0405784
2058,both,73,370.2359892
2058,both,74,360.4177858
2058,both,75,445.4437255
2058,both,76,312.7614992
2058,both,77,297.6257555
2058,both,78,286.7621346
2058,both,79,286.3462828
2058,both,80,309.6072001
2058,both,81,273.6463668
2058,both,82,246.407986
2058,both,83,224.5940743
2058,both,84,205.4520536
2058,both,85,218.8325559
2058,both,86,196.645017
2058,both,87,175.6304374
2058,both,88,146.5378999
2058,both,89,130.8824657
2058,both,90,140.6229493
2058,both,91,120.4809326
2058,both,92,101.43936
2058,both,93,81.13802266
2058,both,94,66.02926106
2058,both,95,71.48144541
2058,both,96,53.20330022
2058,both,97,39.96160785
2058,both,98,28.32848574
2058,both,99,19.49142302
2058,both,100,43.01750838
2059,both,40,482.4379264
2059,both,41,475.2480226
2059,both,42,472.9212885
2059,both,43,453.402821
2059,both,44,443.0765925
2059,both,45,491.2359706
2059,both,46,474.2968286
2059,both,47,479.1991993
2059,both,48,469.8406694
2059,both,49,475.9557484
2059,both,50,479.2488412
2059,both,51,507.5915316
2059,both,52,499.3447204
2059,both,53,480.3752327
2059,both,54,472.0399885
2059,both,55,457.3033816
2059,both,56,463.7590604
2059,both,57,481.3501023
2059,both,58,492.4533848
2059,both,59,492.2592009
2059,both,60,468.3437803
2059,both,61,466.9460652
2059,both,62,458.0414006
2059,both,63,448.7601675
2059,both,64,444.2098198
2059,both,65,467.5777095
2059,both,66,446.2235598
2059,both,67,435.1027285
2059,both,68,418.7895648
2059,both,69,400.389209
2059,both,70,427.9879424
2059,both,71,406.4471483
2059,both,72,386.3237977
2059,both,73,374.3868622
2059,both,74,364.4585827
2059,both,75,453.3346071
2059,both,76,318.301961
2059,both,77,302.8980928
2059,both,78,291.8420266
2059,both,79,291.4188082
2059,both,80,311.9378295
2059,both,81,275.7062939
2059,both,82,248.2628708
2059,both,83,226.2847506
2059,both,84,206.9986345
2059,both,85,218.3092547
2059,both,86,196.1747735
2059,both,87,175.2104467
2059,both,88,146.1874792
2059,both,89,130.5694823
2059,both,90,139.7451538
2059,both,91,119.7288674
2059,both,92,100.806156
2059,both,93,80.6315435
2059,both,94,65.6170937
2059,both,95,72.357569
2059,both,96,53.85539484
2059,both,97,40.45140358
2059,both,98,28.67569829
2059,both,99,19.73032271
2059,both,100,44.46191748
2060,both,40,480.1052281
2060,both,41,472.9500891
2060,both,42,470.6346053
2060,both,43,451.210514
2060,both,44,440.9342153
2060,both,45,487.9604469
2060,both,46,471.1342537
2060,both,47,476.0039358
2060,both,48,466.7078078
2060,both,49,472.782112
2060,both,50,479.75869
2060,both,51,508.1315327
2060,both,52,499.8759482
2060,both,53,480.8862797
2060,both,54,472.5421681
2060,both,55,459.8244197
2060,both,56,466.3156877
2060,both,57,484.0037061
2060,both,58,495.1681991
2060,both,59,494.9729447
2060,both,60,469.5996117
2060,both,61,468.1981487
2060,both,62,459.2696069
2060,both,63,449.9634868
2060,both,64,445.4009377
2060,both,65,470.8866635
2060,both,66,449.3813948
2060,both,67,438.1818635
2060,both,68,421.7532549
2060,both,69,403.2226835
2060,both,70,432.7862971
2060,both,71,411.004
2060,both,72,390.6550379
2060,both,73,378.5842724
2060,both,74,368.5446828
2060,both,75,461.3652729
2060,both,76,323.9405702
2060,both,77,308.2638278
2060,both,78,297.0119072
2060,both,79,296.5811916
2060,both,80,314.2860032
2060,both,81,277.7817276
2060,both,82,250.1317187
2060,both,83,227.9881538
2060,both,84,208.5568577
2060,both,85,217.7872048
2060,both,86,195.7056546
2060,both,87,174.7914604
2060,both,88,145.8378964
2060,both,89,130.2572474
2060,both,90,138.8728376
2060,both,91,118.9814968
2060,both,92,100.1769046
2060,both,93,80.12822588
2060,both,94,65.20749916
2060,both,95,73.24443093
2060,both,96,54.51548196
2060,both,97,40.94720258
2060,both,98,29.02716649
2060,both,99,19.97215052
2060,both,100,45.95482584
2061,both,40,477.5861209
2061,both,41,470.4685249
2061,both,42,468.1651904
2061,both,43,448.8430171
2061,both,44,438.620638
2061,both,45,485.6737462
2061,both,46,468.9264046
2061,both,47,473.7732662
2061,both,48,464.5207022
2061,both,49,470.5665406
2061,both,50,476.6583932
2061,both,51,504.847885
2061,both,52,496.6456497
2061,both,53,477.7786963
2061,both,54,469.488506
2061,both,55,460.4346401
2061,both,56,466.9345225
2061,both,57,484.6460142
2061,both,58,495.8253233
2061,both,59,495.6298098
2061,both,60,472.3459002
2061,both,61,470.9362413
2061,both,62,461.9554841
2061,both,63,452.5949404
2061,both,64,448.0057088
2061,both,65,472.4189821
2061,both,66,450.8437328
2061,both,67,439.607757
2061,both,68,423.1256878
2061,both,69,404.5348158
2061,both,70,436.0810829
2061,both,71,414.132958
2061,both,72,393.6290801
2061,both,73,381.4664202
2061,both,74,371.3503996
2061,both,75,466.924981
2061,both,76,327.8442342
2061,both,77,311.9785784
2061,both,78,300.5910659
2061,both,79,300.1551599
2061,both,80,320.1467333
2061,both,81,282.9617347
2061,both,82,254.7961151
2061,both,83,232.2396222
2061,both,84,212.445976
2061,both,85,219.9470834
2061,both,86,197.646542
2061,both,87,176.5249338
2061,both,88,147.2842263
2061,both,89,131.5490581
2061,both,90,138.7864264
2061,both,91,118.9074626
2061,both,92,100.1145712
2061,both,93,80.07836749
2061,both,94,65.16692494
2061,both,95,73.07293945
2061,both,96,54.38784167
2061,both,97,40.85133049
2061,both,98,28.95920349
2061,both,99,19.92538855
2061,both,100,46.67563395
2062,both,40,475.0802315
2062,both,41,467.9999814
2062,both,42,465.7087325
2062,both,43,446.4879425
2062,both,44,436.3192
2062,both,45,483.3977615
2062,both,46,466.728902
2062,both,47,471.55305
2062,both,48,462.3438458
2062,both,49,468.361352
2062,both,50,473.5781312
2062,both,51,501.5854568
2062,both,52,493.436226
2062,both,53,474.6911946
2062,both,54,466.4545772
2062,both,55,461.0456704
2062,both,56,467.5541785
2062,both,57,485.2891747
2062,both,58,496.4833195
2062,both,59,496.2875466
2062,both,60,475.1082495
2062,both,61,473.6903466
2062,both,62,464.6570686
2062,both,63,455.241783
2062,both,64,450.6257129
2062,both,65,473.9562871
2062,both,66,452.3108295
2062,both,67,441.0382905
2062,both,68,424.5025868
2062,both,69,405.851218
2062,both,70,439.4009518
2062,both,71,417.2857366
2062,both,72,396.6257635
2062,both,73,384.3705097
2062,both,74,374.1774762
2062,both,75,472.5516867
2062,both,76,331.7949396
2062,both,77,315.7380937
2062,both,78,304.2133554
2062,both,79,303.7721965
2062,both,80,326.1167529
2062,both,81,288.2383374
2062,both,82,259.547492
2062,both,83,236.5703711
2062,both,84,216.4076177
2062,both,85,222.1283823
2062,both,86,199.606678
2062,both,87,178.2755988
2062,both,88,148.7449
2062,both,89,132.8536801
2062,both,90,138.700069
2062,both,91,118.8334745
2062,both,92,100.0522767
2062,both,93,80.02854013
2062,both,94,65.12637596
2062,both,95,72.9018495
2062,both,96,54.26050023
2062,both,97,40.75568288
2062,both,98,28.89139961
2062,both,99,19.87873607
2062,both,100,47.40774804
2063,both,40,472.5874904
2063,both,41,465.5443903
2063,both,42,463.2651636
2063,both,43,444.1452248
2063,both,44,434.0298377
2063,both,45,481.1324426
2063,both,46,464.5416975
2063,both,47,469.3432384
2063,both,48,460.1771907
2063,both,49,466.1664974
2063,both,50,470.5177745
2063,both,51,498.3441111
2063,both,52,490.2475423
2063,both,53,471.6236451
2063,both,54,463.4402543
2063,both,55,461.6575115
2063,both,56,468.1746569
2063,both,57,485.9331887
2063,both,58,497.142189
2063,both,59,496.9461562
2063,both,60,477.8867534
2063,both,61,476.4605584
2063,both,62,467.3744524
2063,both,63,457.9041049
2063,both,64,453.2610393
2063,both,65,475.4985946
2063,both,66,453.7827002
2063,both,67,442.4734792
2063,both,68,425.8839664
2063,both,69,407.1719039
2063,both,70,442.7460948
2063,both,71,420.4625173
2063,both,72,399.6452605
2063,both,73,387.296708
2063,both,74,377.0260753
2063,both,75,478.2461973
2063,both,76,335.7932531
2063,both,77,319.5429134
2063,both,78,307.8792955
2063,both,79,307.4328204
2063,both,80,332.1981
2063,both,81,293.6133368
2063,both,82,264.3874715
2063,both,83,240.9818787
2063,both,84,220.4431351
2063,both,85,224.331314
2063,both,86,201.5862534
2063,both,87,180.0436257
2063,both,88,150.2200598
2063,both,89,134.1712406
2063,both,90,138.6137653
2063,both,91,118.7595325
2063,both,92,99.99002092
2063,both,93,79.97874378
2063,both,94,65.08585222
2063,both,95,72.73116012
2063,both,96,54.13345694
2063,both,97,40.66025921
2063,both,98,28.82375448
2063,both,99,19.83219282
2063,both,100,48.15134544
2064,both,40,470.1078287
2064,both,41,463.1016837
2064,both,42,460.834416
2064,both,43,441.8147994
2064,both,44,431.7524876
2064,both,45,478.8777396
2064,both,46,462.3647427
2064,both,47,467.1437824
2064,both,48,458.020689
2064,both,49,463.9819284
2064,both,50,467.4771944
2064,both,51,495.1237117
2064,both,52,487.0794644
2064,both,53,468.5759186
2064,both,54,460.4454106
2064,both,55,462.2701646
2064,both,56,468.7959587
2064,both,57,486.5780573
2064,both,58,497.8019328
2064,both,59,497.6056399
2064,both,60,480.6815064
2064,both,61,479.2469708
2064,both,62,470.1077279
2064,both,63,460.5819963
2064,both,64,455.9117774
2064,both,65,477.045921
2064,both,66,455.2593606
2064,both,67,443.913338
2064,both,68,427.2698411
2064,both,69,408.4968875
2064,both,70,446.1167042
2064,both,71,423.6634826
2064,both,72,402.6877448
2064,both,73,390.2451833
2064,both,74,379.8963606
2064,both,75,484.00933
2064,both,76,339.8397486
2064,both,77,323.3935832
2064,both,78,311.5894122
2064,both,79,311.1375569
2064,both,80,338.3928506
2064,both,81,299.088568
2064,both,82,269.3177057
2064,both,83,245.4756511
2064,both,84,224.5539059
2064,both,85,226.556093
2064,both,86,203.585461
2064,both,87,181.8291869
2064,both,88,151.7098493
2064,both,89,135.5018679
2064,both,90,138.5275153
2064,both,91,118.6856364
2064,both,92,99.92780389
2064,both,93,79.92897841
2064,both,94,65.04535369
2064,both,95,72.5608704
2064,both,96,54.0067111
2064,both,97,40.56505896
2064,both,98,28.75626774
2064,both,99,19.78575855
2064,both,100,48.90660627
2065,both,40,467.6411778
2065,both,41,460.671794
2065,both,42,458.4164226
2065,both,43,439.4966018
2065,both,44,429.4870868
2065,both,45,476.6336027
2065,both,46,460.1979897
2065,both,47,464.9546336
2065,both,48,455.8742933
2065,both,49,461.8075969
2065,both,50,464.4562631
2065,both,51,491.9241231
2065,both,52,483.9318594
2065,both,53,465.5478872
2065,both,54,457.4699201
2065,both,55,462.8836307
2065,both,56,469.418085
2065,both,57,487.2237818
2065,both,58,498.4625522
2065,both,59,498.2659987
2065,both,60,483.4926035
2065,both,61,482.0496785
2065,both,62,472.856988
2065,both,63,463.2755485
2065,both,64,458.5780175
2065,both,65,478.5982825
2065,both,66,456.7408262
2065,both,67,445.3578824
2065,both,68,428.6602256
2065,both,69,409.8261827
2065,both,70,449.5129739
2065,both,71,426.8888168
2065,both,72,405.7533915
2065,both,73,393.2161052
2065,both,74,382.7884974
2065,both,75,489.8419116
2065,both,76,343.9350065
2065,both,77,327.2906557
2065,both,78,315.3442379
2065,both,79,314.8869374
2065,both,80,344.7031194
2065,both,81,304.6659
2065,both,82,274.3398778
2065,both,83,250.0532222
2065,both,84,228.7413333
2065,both,85,228.802936
2065,both,86,205.6044954
2065,both,87,183.6324561
2065,both,88,153.2144136
2065,both,89,136.8456914
2065,both,90,138.441319
2065,both,91,118.6117864
2065,both,92,99.86562556
2065,both,93,79.879244
2065,both,94,65.00488036
2065,both,95,72.39097938
2065,both,96,53.88026203
2065,both,97,40.47008162
2065,both,98,28.688939
2065,both,99,19.73943299
2065,both,100,49.67371348
2066,both,40,468.7223497
2066,both,41,461.7368528
2066,both,42,459.4762671
2066,both,43,440.5127042
2066,both,44,430.4800476
2066,both,45,474.1993361
2066,both,46,457.8476632
2066,both,47,462.5800139
2066,both,48,453.5460488
2066,both,49,459.4490497
2066,both,50,462.3388774
2066,both,51,489.6815156
2066,both,52,481.7256874
2066,both,53,463.4255249
2066,both,54,455.3843841
2066,both,55,460.0161478
2066,both,56,466.5101223
2066,both,57,484.2055159
2066,both,58,495.3746641
2066,both,59,495.1793283
2066,both,60,484.2979359
2066,both,61,482.8526075
2066,both,62,473.6446051
2066,both,63,464.0472063
2066,both,64,459.3418507
2066,both,65,481.5888429
2066,both,66,459.5948085
2066,both,67,448.1407374
2066,both,68,431.338744
2066,both,69,412.387015
2066,both,70,451.281427
2066,both,71,428.568263
2066,both,72,407.3496878
2066,both,73,394.7630778
2066,both,74,384.2944462
2066,both,75,493.900742
2066,both,76,346.7848522
2066,both,77,330.0025863
2066,both,78,317.9571805
2066,both,79,317.4960908
2066,both,80,349.2700974
2066,both,81,308.7024241
2066,both,82,277.9746119
2066,both,83,253.366182
2066,both,84,231.7719315
2066,both,85,233.402078
2066,both,86,209.7373282
2066,both,87,187.3236314
2066,both,88,156.2941592
2066,both,89,139.5964112
2066,both,90,140.3140296
2066,both,91,120.2162607
2066,both,92,101.2165186
2066,both,93,80.9597791
2066,both,94,65.88420834
2066,both,95,72.52459901
2066,both,96,53.97971448
2066,both,97,40.54478149
2066,both,98,28.74189319
2066,both,99,19.77586813
2066,both,100,49.88442609
2067,both,40,469.8060211
2067,both,41,462.804374
2067,both,42,460.5385619
2067,both,43,441.5311559
2067,both,44,431.475304
2067,both,45,471.7775018
2067,both,46,455.5093402
2067,both,47,460.2175219
2067,both,48,451.2296951
2067,both,49,457.1025482
2067,both,50,460.2311446
2067,both,51,487.4491318
2067,both,52,479.5295731
2067,both,53,461.3128382
2067,both,54,453.3083557
2067,both,55,457.1664285
2067,both,56,463.620174
2067,both,57,481.2059477
2067,both,58,492.305905
2067,both,59,492.1117792
2067,both,60,485.1046097
2067,both,61,483.6568739
2067,both,62,474.4335341
2067,both,63,464.8201493
2067,both,64,460.1069563
2067,both,65,484.59809
2067,both,66,462.4666241
2067,both,67,450.9409813
2067,both,68,434.0339993
2067,both,69,414.9638488
2067,both,70,453.0568376
2067,both,71,430.2543165
2067,both,72,408.9522641
2067,both,73,396.3161365
2067,both,74,385.8063197
2067,both,75,497.9932039
2067,both,76,349.6583118
2067,both,77,332.736988
2067,both,78,320.5917739
2067,both,79,320.1268637
2067,both,80,353.8975833
2067,both,81,312.7924282
2067,both,82,281.6575026
2067,both,83,256.7230352
2067,both,84,234.842682
2067,both,85,238.0936668
2067,both,86,213.9532345
2067,both,87,191.0890025
2067,both,88,159.4358105
2067,both,89,142.4024229
2067,both,90,142.2120725
2067,both,91,121.842439
2067,both,92,102.5856853
2067,both,93,82.05493071
2067,both,94,66.77543109
2067,both,95,72.65846528
2067,both,96,54.07935051
2067,both,97,40.61961925
2067,both,98,28.79494512
2067,both,99,19.81237053
2067,both,100,50.09603253
2068,both,40,470.892198
2068,both,41,463.8743633
2068,both,42,461.6033127
2068,both,43,442.5519621
2068,both,44,432.4728615
2068,both,45,469.3680363
2068,both,46,453.1829596
2068,both,47,457.8670956
2068,both,48,448.9251715
2068,both,49,454.7680307
2068,both,50,458.1330206
2068,both,51,485.2269251
2068,both,52,477.3434704
2068,both,53,459.2097829
2068,both,54,451.2417917
2068,both,55,454.3343627
2068,both,56,460.7481283
2068,both,57,478.2249613
2068,both,58,489.2561563
2068,both,59,489.0632331
2068,both,60,485.9126272
2068,both,61,484.4624799
2068,both,62,475.2237773
2068,both,63,465.5943799
2068,both,64,460.8733363
2068,both,65,487.6261407
2068,both,66,465.3563844
2068,both,67,453.7587228
2068,both,68,436.7460961
2068,both,69,417.5567843
2068,both,70,454.8392329
2068,both,71,431.9470032
2068,both,72,410.5611452
2068,both,73,397.8753051
2068,both,74,387.3241411
2068,both,75,502.1195759
2068,both,76,352.5555808
2068,both,77,335.4940469
2068,both,78,323.2481976
2068,both,79,322.7794351
2068,both,80,358.5863789
2068,both,81,316.9366208
2068,both,82,285.389188
2068,both,83,260.1243634
2068,both,84,237.954117
2068,both,85,242.8795606
2068,both,86,218.2538843
2068,both,87,194.930061
2068,both,88,162.6406117
2068,both,89,145.2648379
2068,both,90,144.1357904
2068,both,91,123.4906147
2068,both,92,103.9733728
2068,both,93,83.16489655
2068,both,94,67.6787095
2068,both,95,72.79257864
2068,both,96,54.17917045
2068,both,97,40.69459515
2068,both,98,28.84809497
2068,both,99,19.8489403
2068,both,100,50.30853659
2069,both,40,471.9808861
2069,both,41,464.9468264
2069,both,42,462.6705252
2069,both,43,443.5751285
2069,both,44,433.4727253
2069,both,45,466.9708764
2069,both,46,450.8684603
2069,both,47,455.5286735
2069,both,48,446.6324176
2069,both,49,452.4454361
2069,both,50,456.0444616
2069,both,51,483.0148491
2069,both,52,475.1673339
2069,both,53,457.1163152
2069,both,54,449.1846488
2069,both,55,451.519841
2069,both,56,457.8938745
2069,both,57,475.2624416
2069,both,58,486.2253002
2069,both,59,486.0335722
2069,both,60,486.7219905
2069,both,61,485.2694278
2069,both,62,476.0153367
2069,both,63,466.3699
2069,both,64,461.6409928
2069,both,65,490.6731123
2069,both,66,468.2642017
2069,both,67,456.5940712
2069,both,68,439.4751397
2069,both,69,420.1659219
2069,both,70,456.6286404
2069,both,71,433.6463491
2069,both,72,412.1763559
2069,both,73,399.4406078
2069,both,74,388.8479338
2069,both,75,506.2801391
2069,both,76,355.4768566
2069,both,77,338.2739508
2069,both,78,325.9266324
2069,both,79,325.4539857
2069,both,80,363.3372964
2069,both,81,321.1357199
2069,both,82,289.1703146
2069,both,83,263.5707558
2069,both,84,241.1067755
2069,both,85,247.7616552
2069,both,86,222.640981
2069,both,87,198.8483281
2069,both,88,165.9098322
2069,both,89,148.18479
2069,both,90,146.0855307
2069,both,91,125.1610855
2069,both,92,105.3798318
2069,both,93,84.28987702
2069,both,94,68.59420666
2069,both,95,72.92693954
2069,both,96,54.27917463
2069,both,97,40.76970944
2069,both,98,28.90134293
2069,both,99,19.88557758
2069,both,100,50.52194207
2070,both,40,473.0720912
2070,both,41,466.021769
2070,both,42,463.740205
2070,both,43,444.6006604
2070,both,44,434.4749007
2070,both,45,464.5859593
2070,both,46,448.5657816
2070,both,47,453.2021941
2070,both,48,444.3513732
2070,both,49,450.1347035
2070,both,50,453.9654241
2070,both,51,480.8128577
2070,both,52,473.0011181
2070,both,53,455.0323912
2070,both,54,447.1368841
2070,both,55,448.7227548
2070,both,56,455.0573023
2070,both,57,472.3182741
2070,both,58,483.2132198
2070,both,59,483.0226795
2070,both,60,487.532702
2070,both,61,486.0777198
2070,both,62,476.8082145
2070,both,63,467.1467119
2070,both,64,462.4099279
2070,both,65,493.7391232
2070,both,66,471.1901887
2070,both,67,459.4471364
2070,both,68,442.2212359
2070,both,69,422.7913628
2070,both,70,458.4250877
2070,both,71,435.3523806
2070,both,72,413.7979211
2070,both,73,401.0120686
2070,both,74,390.3777214
2070,both,75,510.4751767
2070,both,76,358.422338
2070,both,77,341.076889
2070,both,78,328.6272607
2070,both,79,328.1506976
2070,both,80,368.1511589
2070,both,81,325.390453
2070,both,82,293.0015374
2070,both,83,267.0628096
2070,both,84,244.3012036
2070,both,85,252.7418843
2070,both,86,227.1162622
2070,both,87,202.8453559
2070,both,88,169.244767
2070,both,89,151.1634357
2070,both,90,148.0616454
2070,both,91,126.8541529
2070,both,92,106.8053161
2070,both,93,85.43007522
2070,both,94,69.52208785
2070,both,95,73.06154845
2070,both,96,54.3793634
2070,both,97,40.84496237
2070,both,98,28.95468918
2070,both,99,19.92228247
2070,both,100,50.73625281
